event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,adjusted_quantity,,Promo_price,,Total Revenue Generated,,Incremental revenue,,incremental sold unit
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,,1492,,100,,187800,,110600,,1299
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,,50,,95,,10640,,-1140,,19
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,,81,,311.25,,60486.25,,-10063.75,,-4
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,,64,,95,,15580,,-3420,,14
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,,77,,31,,5735,,-961,,23
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,,336,,595,,247520,,152320,,296
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,,73,,95,,15675,,-1805,,27
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,,115,,41.25,,11728.75,,-2241.25,,-12
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,,92,,55,,13090,,-2970,,19
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,,89,,55,,11385,,-1595,,30
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,,748,,175,,163800,,98000,,654
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,,509,,576.2,,646745.8,,-60174.2,,98
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,,132,,32.5,,11115,,-2535,,27
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,,14,,311.25,,10582.5,,-1867.5,,-1
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,,26,,37.5,,2525,,-575,,-5
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,,321,,2500,,1138500,,466500,,209
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,40,,95,,9120,,-1520,,12
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,,250,,510,,171360,,83640,,207
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,,382,,150,,70800,,43800,,337
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,,290,,595,,215390,,129710,,254
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,,413,,115.24,,96958.12,,-1769.88,,126
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,,3804,,100,,474800,,286000,,3332
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,,289,,117,,89505,,-21879,,-68
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,,2170,,185,,555370,,247530,,1754
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,,358,,595,,267750,,158270,,312
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,,192,,595,,148750,,79730,,163
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,,1499,,2500,,5094500,,2400500,,1050
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,,168,,32.5,,13715,,-2795,,41
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,,14,,311.25,,12242.5,,-3527.5,,-5
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,,17,,37.5,,1687.5,,-412.5,,-4
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,,298,,595,,230860,,123760,,253
bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,,66,,31,,5580,,-1488,,9
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,,328,,175,,74550,,40250,,279
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,,287,,217.5,,157252.5,,-32407.5,,-40
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,,326,,510,,214200,,118320,,279
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,,54,,55,,7370,,-1430,,14
98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,,127,,32.5,,9587.5,,-1332.5,,43
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,,306,,510,,201960,,110160,,261
b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,33% OFF,610,847,,847,,576.2,,1012641.4,,-36558.6,,237
21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,,59,,41.25,,5788.75,,-921.25,,-2
c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,500 Cashback,301,869,,869,,2500,,3075500,,1269500,,568
b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,,440,,175,,100100,,53900,,374
95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,,243,,2500,,925500,,289500,,137
53b2fd,STHYD-6,CAMP_DIW_01,P01,172,33% OFF,320,467,,467,,115.24,,108857.08,,-1222.92,,147
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,33% OFF,303,360,,360,,115.24,,93602.4,,-10629.6,,57
cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,50% OFF,49,65,,65,,55,,8965,,-1815,,16
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,,18,,41.25,,1897.5,,-412.5,,-3
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,,344,,217.5,,185890,,-36250,,-39
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,,29,,311.25,,23966.25,,-5913.75,,-7
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,,14,,41.25,,1567.5,,-412.5,,-4
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,,21,,37.5,,2037.5,,-462.5,,-4
3968a6,STMYS-3,CAMP_SAN_01,P05,55,25% OFF,19,16,,16,,41.25,,1705,,-385,,-3
fc2170,STCBE-3,CAMP_SAN_01,P08,1190,BOGOF,40,158,,316,,595,,235620,,140420,,276
368ca0,STBLR-4,CAMP_SAN_01,P04,370,BOGOF,432,1736,,3472,,185,,802160,,482480,,3040
729701,STVSK-2,CAMP_SAN_01,P06,415,25% OFF,22,18,,18,,311.25,,14732.5,,-3527.5,,-4
6d863b,STCBE-1,CAMP_SAN_01,P07,300,BOGOF,40,155,,310,,150,,58500,,34500,,270
1d651c,STCHE-5,CAMP_SAN_01,P15,3000,500 Cashback,121,273,,273,,2500,,1045500,,319500,,152
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,50% OFF,25,28,,28,,95,,7410,,-2090,,3
06c981,STHYD-2,CAMP_DIW_01,P14,1020,BOGOF,42,139,,278,,510,,184620,,98940,,236
626cb9,STMLR-0,CAMP_DIW_01,P09,110,50% OFF,36,48,,48,,55,,6600,,-1320,,12
6c1493,STVJD-1,CAMP_SAN_01,P15,3000,500 Cashback,66,144,,144,,2500,,558000,,162000,,78
c22ead,STBLR-6,CAMP_SAN_01,P11,190,50% OFF,43,66,,66,,95,,14440,,-1900,,23
a35a4f,STCHE-6,CAMP_DIW_01,P10,65,50% OFF,122,153,,153,,32.5,,12902.5,,-2957.5,,31
4f7c26,STCBE-4,CAMP_DIW_01,P15,3000,500 Cashback,316,818,,818,,2500,,2993000,,1097000,,502
c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,BOGOF,52,180,,360,,595,,276080,,152320,,308
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,,78,,311.25,,60382.5,,-11827.5,,-9
c1debe,STCHE-3,CAMP_DIW_01,P15,3000,500 Cashback,381,1303,,1303,,2500,,4400500,,2114500,,922
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,,1806,,100,,246800,,114400,,1475
459bc3,STBLR-8,CAMP_SAN_01,P13,350,BOGOF,97,378,,756,,175,,166250,,98350,,659
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,25% OFF,18,13,,13,,41.25,,1526.25,,-453.75,,-5
8fecef,STCHE-1,CAMP_DIW_01,P07,300,BOGOF,75,217,,434,,150,,87600,,42600,,359
dc2bb1,STMYS-3,CAMP_SAN_01,P02,860,33% OFF,400,476,,476,,576.2,,618271.2,,-69728.8,,76
13a676,STCBE-4,CAMP_DIW_01,P01,172,33% OFF,203,296,,296,,115.24,,69027.04,,-804.959999999999,,93
42fb76,STHYD-5,CAMP_DIW_01,P10,65,50% OFF,112,151,,151,,32.5,,12187.5,,-2372.5,,39
f741af,STHYD-2,CAMP_SAN_01,P01,172,33% OFF,333,456,,456,,115.24,,109825.44,,-4726.56,,123
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,BOGOF,36,139,,278,,595,,208250,,122570,,242
2ba228,STCHE-5,CAMP_DIW_01,P02,860,33% OFF,316,388,,388,,576.2,,495325.6,,-48194.4,,72
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,,34,,311.25,,29672.5,,-8507.5,,-12
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,,58,,67.5,,10395,,-2565,,-14
335090,STMYS-0,CAMP_DIW_01,P15,3000,500 Cashback,262,673,,673,,2500,,2468500,,896500,,411
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,BOGOF,27,70,,140,,595,,115430,,51170,,113
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,,267,,117,,74295,,-11817,,-9
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,,107,,41.25,,11123.75,,-2296.25,,-15
d1138a,STTRV-1,CAMP_DIW_01,P12,62,50% OFF,63,84,,84,,31,,6510,,-1302,,21
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,33% OFF,166,225,,225,,115.24,,54481,,-2623,,59
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,,42,,311.25,,33407.5,,-7262.5,,-7
240703,STHYD-5,CAMP_SAN_01,P02,860,33% OFF,471,659,,659,,576.2,,784775.8,,-25344.2,,188
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,500 Cashback,234,840,,840,,2500,,2802000,,1398000,,606
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,500 Cashback,486,1273,,1273,,2500,,4640500,,1724500,,787
8ef678,STMYS-3,CAMP_DIW_01,P01,172,33% OFF,311,398,,398,,115.24,,99357.52,,-7626.48,,87
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,,396,,510,,278460,,125460,,321
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,,330,,150,,61500,,37500,,290
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,50% OFF,73,95,,95,,55,,13255,,-2805,,22
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,,890,,175,,196000,,115500,,775
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,,1462,,185,,369260,,171680,,1195
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,50% OFF,52,72,,72,,31,,5456,,-992,,20
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,,104,,41.25,,11385,,-2805,,-25
bb447f,STCBE-3,CAMP_SAN_01,P12,62,50% OFF,36,55,,55,,31,,3937,,-527,,19
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,500 Cashback,127,367,,367,,2500,,1298500,,536500,,240
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,,197,,117,,55497,,-9399,,-11
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,,378,,175,,88200,,44100,,315
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,,62,,41.25,,6407.5,,-1292.5,,-8
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,500 Cashback,292,750,,750,,2500,,2751000,,999000,,458
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,,38,,95,,10070,,-2850,,4
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,,276,,510,,181560,,99960,,236
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,,45,,67.5,,7897.5,,-1822.5,,-9
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,,882,,175,,193200,,115500,,771
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,BOGOF,61,236,,472,,150,,89100,,52500,,411
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,,190,,2500,,721000,,229000,,108
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,50% OFF,87,114,,114,,95,,27360,,-5700,,27
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,,15,,37.5,,1512.5,,-387.5,,-4
bfdede,STMYS-2,CAMP_SAN_01,P11,190,50% OFF,61,86,,86,,95,,19760,,-3420,,25
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,,252,,510,,165240,,91800,,216
2706c5,STMYS-2,CAMP_DIW_01,P12,62,50% OFF,77,97,,97,,31,,7781,,-1767,,20
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,,28,,67.5,,5490,,-1710,,-12
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,,53,,67.5,,9247.5,,-2092.5,,-10
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,,1826,,100,,249800,,115400,,1490
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,50% OFF,59,67,,67,,55,,10175,,-2805,,8
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,50% OFF,63,86,,86,,55,,11660,,-2200,,23
221da2,STCBE-3,CAMP_SAN_01,P15,3000,500 Cashback,91,211,,211,,2500,,800500,,254500,,120
b1a501,STBLR-0,CAMP_DIW_01,P11,190,50% OFF,80,108,,108,,95,,25460,,-4940,,28
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,,2894,,100,,364600,,214200,,2518
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,,51,,67.5,,8302.5,,-1417.5,,-3
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,,47,,67.5,,8302.5,,-1957.5,,-10
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,,496,,175,,111650,,61950,,425
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,,3814,,185,,884300,,526880,,3331
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,,102,,41.25,,10037.5,,-1622.5,,-4
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,50% OFF,48,69,,69,,95,,15675,,-2565,,21
4406de,STVSK-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,40,,95,,9120,,-1520,,12
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,BOGOF,43,145,,290,,595,,223720,,121380,,247
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,,107,,41.25,,10958.75,,-2131.25,,-12
598637,STCHE-7,CAMP_DIW_01,P09,110,50% OFF,71,90,,90,,55,,12760,,-2860,,19
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,,165,,31,,12059,,-1829,,53
53089f,STTRV-0,CAMP_DIW_01,P07,300,BOGOF,26,87,,174,,150,,33900,,18300,,148
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,,18,,37.5,,1775,,-425,,-4
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,,3244,,185,,740370,,459910,,2865
1b6084,STMLR-1,CAMP_DIW_01,P01,172,33% OFF,141,217,,217,,115.24,,49259.08,,755.080000000002,,76
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,,35,,67.5,,6142.5,,-1417.5,,-7
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,,1028,,510,,656880,,391680,,898
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,,384,,595,,315350,,141610,,311
f517b1,STVSK-4,CAMP_SAN_01,P07,300,BOGOF,33,83,,166,,150,,34800,,15000,,133
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,,1482,,100,,186200,,110200,,1292
371e1a,STBLR-5,CAMP_DIW_01,P01,172,33% OFF,322,483,,483,,115.24,,111044.92,,276.920000000006,,161
9bd616,STCHE-0,CAMP_DIW_01,P01,172,33% OFF,330,504,,504,,115.24,,114840.96,,1320.96000000001,,174
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,,612,,576.2,,668254.4,,37014.4,,245
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,,2914,,185,,675990,,402190,,2544
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,,175,,217.5,,95192.5,,-19067.5,,-22
fad26a,STCHE-3,CAMP_DIW_01,P01,172,33% OFF,369,546,,546,,115.24,,126389.04,,-546.959999999992,,177
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,500 Cashback,109,192,,192,,2500,,807000,,153000,,83
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,BOGOF,16,63,,126,,595,,94010,,55930,,110
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,,410,,175,,89600,,53900,,359
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,,214,,217.5,,117885,,-24795,,-32
9d3d1f,STCHE-6,CAMP_SAN_01,P15,3000,500 Cashback,147,320,,320,,2500,,1241000,,359000,,173
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,,3472,,100,,433600,,260800,,3040
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,,345,,2500,,1222500,,502500,,225
59f792,STCHE-4,CAMP_DIW_01,P15,3000,500 Cashback,448,1545,,1545,,2500,,5206500,,2518500,,1097
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,,558,,510,,388620,,180540,,456
457639,STCHE-4,CAMP_SAN_01,P08,1190,BOGOF,54,222,,444,,595,,328440,,199920,,390
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,,13,,37.5,,1387.5,,-412.5,,-5
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,,21,,41.25,,2241.25,,-508.75,,-4
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,,692,,175,,151550,,90650,,605
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,,478,,175,,112350,,54950,,396
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,,46,,67.5,,7515,,-1305,,-3
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,,813,,576.2,,925970.6,,10930.6,,281
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,,29,,37.5,,2887.5,,-712.5,,-7
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,,274,,510,,194820,,84660,,220
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,,15,,41.25,,1608.75,,-371.25,,-3
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,,290,,510,,184620,,111180,,254
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,,2082,,100,,260400,,156000,,1821
5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,50% OFF,55,77,,77,,31,,5797,,-1023,,22
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,,131,,55,,16445,,-2035,,47
eb967c,STMYS-1,CAMP_SAN_01,P15,3000,500 Cashback,133,383,,383,,2500,,1356500,,558500,,250
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,,3512,,185,,817700,,481740,,3058
f8b6ac,STCHE-4,CAMP_DIW_01,P02,860,33% OFF,400,580,,580,,576.2,,678196,,-9804,,180
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,,176,,150,,33000,,19800,,154
417902,STMDU-0,CAMP_DIW_01,P08,1190,BOGOF,29,116,,232,,595,,172550,,103530,,203
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,,56,,67.5,,9810,,-2250,,-11
20da13,STBLR-4,CAMP_SAN_01,P07,300,BOGOF,48,185,,370,,150,,69900,,41100,,322
380a4f,STCHE-1,CAMP_DIW_01,P08,1190,BOGOF,45,137,,274,,595,,216580,,109480,,229
8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,BOGOF,47,159,,318,,595,,245140,,133280,,271
d70dcb,STCBE-4,CAMP_SAN_01,P15,3000,500 Cashback,90,146,,146,,2500,,635000,,95000,,56
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,,60,,67.5,,11340,,-3240,,-21
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,,19,,41.25,,2103.75,,-536.25,,-5
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,50% OFF,34,39,,39,,95,,10165,,-2755,,5
23ef05,STVSK-0,CAMP_DIW_01,P12,62,50% OFF,78,121,,121,,31,,8587,,-1085,,43
49057f,STHYD-0,CAMP_SAN_01,P15,3000,500 Cashback,121,274,,274,,2500,,1048000,,322000,,153
f3de30,STMLR-1,CAMP_SAN_01,P12,62,50% OFF,31,45,,45,,31,,3317,,-527,,14
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,,662,,510,,417180,,258060,,584
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,,564,,175,,124250,,73150,,491
5715c0,STVSK-1,CAMP_SAN_01,P12,62,50% OFF,46,66,,66,,31,,4898,,-806,,20
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,,196,,595,,151130,,82110,,167
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,BOGOF,48,188,,376,,150,,70800,,42000,,328
0eb526,STMLR-0,CAMP_DIW_01,P07,300,BOGOF,38,113,,226,,150,,45300,,22500,,188
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,,89,,311.25,,65466.25,,-10063.75,,-2
316cd1,STMYS-2,CAMP_SAN_01,P07,300,BOGOF,45,122,,244,,150,,50100,,23100,,199
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,,58,,311.25,,44612.5,,-8507.5,,-6
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,50% OFF,34,47,,47,,95,,10925,,-1995,,13
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,,82,,311.25,,61627.5,,-10582.5,,-5
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,,182,,595,,139230,,77350,,156
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,,446,,150,,86100,,47700,,382
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,,2254,,100,,310200,,140600,,1830
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,,293,,115.24,,73153.32,,-5622.68,,64
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,,385,,2500,,1403500,,521500,,238
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,,2918,,100,,367400,,216200,,2540
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,,194,,150,,37800,,20400,,165
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,,2344,,185,,545750,,321530,,2041
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,,202,,217.5,,105125,,-17255,,-9
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,,443,,2500,,1587500,,627500,,283
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,,88,,31,,7068,,-1612,,18
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,,312,,595,,245140,,126140,,262
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,,76,,55,,11660,,-3300,,8
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,,396,,2500,,1488000,,492000,,230
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,,56,,311.25,,41915,,-7055,,-3
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,,60,,67.5,,10620,,-2520,,-13
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,,234,,595,,180880,,97580,,199
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,,677,,576.2,,806327.4,,-26152.6,,193
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,,4134,,185,,954600,,574980,,3621
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,,87,,31,,6417,,-1023,,27
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,,49,,311.25,,38906.25,,-8403.75,,-8
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,,71,,32.5,,6272.5,,-1657.5,,10
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,,318,,150,,59700,,35700,,278
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,,3174,,185,,736300,,438080,,2771
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,,470,,595,,343910,,215390,,416
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,,222,,115.24,,55683.28,,-4516.72,,47
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,,673,,2500,,2336500,,1028500,,455
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,,132,,32.5,,10660,,-2080,,34
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,,616,,576.2,,668839.2,,41039.2,,251
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,,216,,510,,141780,,78540,,185
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,,1022,,2500,,3557000,,1553000,,688
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,,205,,217.5,,112447.5,,-23272.5,,-29
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,,3192,,100,,395600,,242800,,2810
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,,375,,117,,108303,,-20553,,-38
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,,230,,117,,70746,,-16926,,-51
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,,25,,41.25,,2681.25,,-618.75,,-5
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,,799,,576.2,,912743.8,,8023.80000000005,,273
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,,586,,175,,131950,,73150,,502
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,,1000,,175,,217350,,132650,,879
